var_cyc,min_cyc,range_cyc,skew_cyc,kurt_cyc,initial_Q,max_Q,max_Q_cyc,max_Q_time,Q_drop_100,delta_cv,mean_vT_cyc,EoL_time,EoL_cycle,g,g_max,group
6.71715027584813e-06,-0.0082749255805112,0.0082264889070393,-0.342057489029913,1.92546414931138,98.2225542976342,98.3070565690943,50,2.17046714351852,0.0493813332223283,-9.89729999998235,-0.373294316146542,76.0622902731482,2161,3.6,3.6,7.0
9.87835207040983e-06,-0.0099040824282384,0.0098951292408384,-0.507235908651565,1.96555081023274,98.8415911548186,98.8415911548186,2,0.0755372430555556,0.229672143282002,-10.0168000000267,-0.389695500097437,80.1571201493057,2238,3.6,3.6,7.0
3.57683906503652e-05,-0.0184462534822557,0.0184488450912696,-0.455696075766211,1.86874784690688,98.4266443909716,98.7099059830791,53,2.23549406018519,0.0885793330925395,-10.0771000000168,-0.462521699684469,49.9599553634259,1435,4.0,4.0,7.0
2.10610139576999e-05,-0.0133981706101836,0.0133426438695639,-0.33176254736635,1.63729790631151,98.2040596177538,98.4931060778138,62,2.56598945486111,0.051660475395181,-14.8994000000166,-0.342826200947217,58.9260882013888,1710,4.0,4.0,7.0
5.93840256672729e-05,-0.0239138924026874,0.0238832908665444,-0.106096976448311,1.77193134980951,98.0108825895541,98.3067013273213,42,1.79850157407407,0.155913106270532,-5.0083999999697,-0.114402165303448,37.2554037997685,1074,4.4,4.4,7.0
0.0001482561272517,-0.0357118475945248,0.0357104285601957,-0.395786916047502,1.78820447908802,98.013186781774,98.3601129388217,38,1.63069911226852,0.255503425813984,-0.0137999999933527,-0.211770257481927,21.9739994166667,636,4.8,4.8,5.0
0.0001301342671847,-0.0351124316405887,0.0351050527647413,-0.314345971130949,1.90178204599713,99.6097222573982,99.7635990036024,39,1.66614318518518,0.156673592094862,-0.0631999999823165,-0.226840650842474,29.9521855740741,870,4.8,4.8,5.0
8.5495550490923e-05,-0.0268224554475743,0.0268427506261359,-0.417412993222685,1.75572111781547,98.6751144606714,98.9463790081947,57,2.06489210648148,0.0775012463917619,-15.121099999953,-0.0939072661520936,36.6118950821759,1054,4.5,5.4,6.0
7.52195295794889e-05,-0.0259298358416673,0.0259474676802243,-0.241998568191306,1.68759153504319,97.5166363756311,97.8962674764716,65,2.61835306712963,0.0584815980147368,-10.0810999999812,-0.197479155706304,29.8515596712963,880,4.8,5.4,5.0
7.88923043533531e-05,-0.0263936843102599,0.0264270533749458,-0.440892777312547,1.74297896617077,96.9509031841432,97.135754571443,63,2.54654234259259,0.0762602881873136,-10.1329999999725,-0.106586336903379,24.9401160625,719,4.8,5.4,5.0
6.65482389236304e-05,-0.0252676748925339,0.025221743959168,-0.074154527134604,1.77988349932752,98.6003648009117,98.8223392927737,55,2.23375015856481,0.0698150287731067,-9.92549999999028,-0.0544857862404551,29.5673837847222,862,4.95,5.4,3.0
0.0001844669669776,-0.0397601068812322,0.039776979108799,-0.0590973090221839,1.61407917375687,97.0822989852497,97.2578768338377,30,1.2900493460648,0.505247647662372,10.0000999984331,-0.0532177938941492,23.6195391805557,691,5.1,5.4,4.0
0.0001965059399498,-0.0410200786130883,0.0409653163948448,-0.279004219721895,1.68451532098643,98.8357035610843,99.052782755204,34,1.20028696180556,0.24364630029612,0.0696999999709078,-0.0240164827046544,27.0067781111111,788,5.1,5.4,4.0
0.0003598425375949,-0.0571569879683065,0.0571788215820458,0.27422311965919,1.9320117165701,97.6697827978949,97.672744438293,12,0.700010704861111,1.23560552223462,39.9429999999847,-0.265141010775497,17.1384195439815,534,5.4,5.4,1.0
0.0003780523378386,-0.0588977085057167,0.0588952541839549,-0.0750896631628108,1.84862085346555,98.5615159177406,98.6661003466093,15,0.803991265046296,0.807065511354722,29.9683000000005,-0.228912321277837,18.5540867881944,559,5.4,5.4,1.0
7.74181899260375e-05,-0.0272850926778005,0.0272983917343793,-0.107647613547388,1.76806222384921,98.4230703931479,98.4570433450414,21,0.76394172337963,0.171519528272768,-5.05770000001939,0.0419855029092569,34.9595830671296,1014,4.5,6.0,7.0
9.95400379367446e-05,-0.0295673067843176,0.0295314738251864,-0.313128801633999,1.71761702896069,98.031827609967,98.031827609967,2,0.0736909108796296,0.0905596369051835,-4.97559999997611,-0.109029999928957,34.8428699953703,1017,4.500000000000001,6.0,7.0
8.17608693998311e-05,-0.0275772255668328,0.0275137114301799,-0.329814076080072,1.74912057521578,98.0240447484356,98.1359963482847,40,1.47372557638889,0.143746786473116,-4.88289999996778,0.0549365599903643,29.5428191689815,854,4.500000000000001,6.0,7.0
0.0001420372289595,-0.0358701853107971,0.0358455116991608,-0.110720533368016,1.72581623611667,99.235320490676,99.235320490676,2,0.0718258252314815,0.241112291918753,-0.0544000000081724,-0.136058264622666,30.0527677650463,870,4.800000000000001,6.0,5.0
0.0001623283833738,-0.0392870694612543,0.0392801907718603,0.0172873227707101,1.87871439514694,98.5631941040132,98.5631941040132,2,0.0718234861111111,0.308580357193804,-0.0266000000119675,-0.0551750957897656,29.1033135381944,842,4.800000000000001,6.0,5.0
0.0001263500172461,-0.0346938077751975,0.0346137700558506,-0.127371418522018,1.73871298982291,98.1336046215204,98.3149587673688,41,1.48185637847222,0.170999562433835,0.143900000024587,0.0799009205293973,29.1846477974537,860,4.875,6.0,5.0
0.0001297352262554,-0.0348653439608476,0.0348064254675144,-0.134390576728041,1.72415297136564,98.4537067518362,98.4990895458051,31,1.12006788541667,0.156021041539816,-4.90700000000652,-0.0103135257502688,30.9504813877315,917,4.875,6.0,5.0
0.0001596845672971,-0.0389424025185658,0.0388885915032512,-0.215219914331541,1.80518213125349,98.4339249381491,98.5122581621212,32,1.13436123958333,0.217415074587308,0.1134999999922,-0.0074638318823488,24.2735044710648,709,5.1000000000000005,6.0,4.0
0.0001449837693475,-0.0370153956389219,0.0369721296651062,-0.0916771866679533,1.76483696486371,99.8476570147909,99.8479449468759,6,0.212693623842593,0.285874686851486,5.05800000004092,-0.126267983724985,29.858596744213,876,5.1000000000000005,6.0,4.0
0.0001906998366891,-0.0421790787337005,0.0421020065793996,-0.132353821945761,1.73618364855596,98.2136858110609,98.3104093800932,36,1.27614248726852,0.1940104422319,5.08660000000964,-0.0182621170455912,24.7568015671296,731,5.249999999999999,6.0,1.0
0.0001813384536675,-0.0413284842073115,0.0413425095359224,0.0958405980740531,1.78221364548058,99.528426931631,99.6763912779487,37,1.31159539814815,0.251088499863542,-0.110699999990175,0.157017620357516,25.8406661226852,757,5.249999999999999,6.0,1.0
0.0001198473612348,-0.0342756311544686,0.0343033723697414,-0.110699604541433,1.80618300463021,98.1254161833989,98.2426006810446,44,1.58631135532407,0.135252919005623,-10.0996999999697,0.0562131132277461,25.7367511354166,742,4.875,7.0,5.0
0.0001485504075549,-0.0367473940472497,0.0367149984876038,-0.0730736800005665,1.70718486736441,97.6424667313634,97.7249214809685,44,1.58744716087963,0.0963250038290511,-5.05159999993339,0.014652601912413,24.6342418993056,703,4.875,7.0,5.0
0.0001801441967781,-0.0407302407154975,0.0407384798576747,0.0060067989404321,1.71053262363216,98.2220851468842,98.35517653371,40,1.45761392939815,0.166052549641364,-0.138699999981327,-0.0051120605360667,24.7887992233796,704,5.0,7.0,3.0
0.0001799678597749,-0.0407275695079951,0.0406958312729166,-0.200457574221221,1.71360397822879,98.0095111184572,98.0561932783316,35,1.27540578819444,0.18402152662712,0.0068999999930383,0.0659019558144951,22.9191222858796,648,5.0,7.0,3.0
